ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
7627,1975,Master,Married,92163.00,0.00,0.00,25.00,817.00,183.00,797.00,106.00,163.00,20.00,0.00,5.00,11.00,5.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
4501,1965,Master,Single,69882.00,0.00,0.00,94.00,292.00,127.00,635.00,132.00,127.00,165.00,1.00,3.00,7.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6424,1977,Graduation,Together,33178.00,1.00,0.00,9.00,12.00,6.00,2.00,11.00,2.00,16.00,1.00,1.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3075,1972,PhD,Married,59973.00,0.00,0.00,47.00,130.00,30.00,168.00,20.00,34.00,0.00,1.00,3.00,4.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4992,1975,Master,Together,17459.00,1.00,0.00,12.00,6.00,4.00,16.00,3.00,10.00,30.00,3.00,3.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
5252,1969,Graduation,Divorced,23910.00,1.00,0.00,80.00,16.00,12.00,18.00,7.00,1.00,13.00,1.00,2.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7444,1969,Master,Married,42169.00,1.00,1.00,20.00,19.00,0.00,9.00,0.00,0.00,2.00,2.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6919,1978,2n Cycle,Married,26224.00,1.00,0.00,39.00,4.00,7.00,15.00,13.00,9.00,15.00,3.00,2.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3537,1981,Graduation,Together,31089.00,1.00,0.00,57.00,31.00,3.00,31.00,2.00,8.00,4.00,3.00,3.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10277,1961,Graduation,Single,30081.00,0.00,1.00,27.00,36.00,0.00,2.00,0.00,0.00,4.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2453,1960,Graduation,Together,62807.00,0.00,1.00,83.00,526.00,28.00,135.00,10.00,21.00,99.00,3.00,5.00,3.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7972,1955,Graduation,Single,72906.00,0.00,0.00,79.00,400.00,32.00,519.00,71.00,75.00,54.00,1.00,3.00,4.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
895,1948,PhD,Married,61467.00,0.00,2.00,69.00,410.00,16.00,114.00,0.00,5.00,49.00,3.00,5.00,2.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1177,1966,Master,Together,49618.00,1.00,1.00,77.00,80.00,3.00,26.00,4.00,2.00,14.00,4.00,3.00,1.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7141,1986,Master,Single,21888.00,1.00,0.00,15.00,88.00,10.00,46.00,2.00,3.00,64.00,4.00,5.00,1.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
7232,1973,Graduation,Widow,42429.00,0.00,1.00,99.00,55.00,0.00,6.00,2.00,0.00,4.00,2.00,1.00,1.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8477,1956,Graduation,Divorced,26150.00,2.00,1.00,61.00,5.00,1.00,13.00,3.00,5.00,1.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2457,1975,Basic,Married,30801.00,0.00,1.00,23.00,8.00,4.00,5.00,15.00,2.00,11.00,2.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
988,1965,Graduation,Married,81168.00,0.00,0.00,84.00,410.00,0.00,592.00,147.00,22.00,22.00,1.00,6.00,4.00,7.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
7930,1969,Master,Single,26877.00,0.00,0.00,74.00,101.00,13.00,76.00,20.00,18.00,40.00,2.00,3.00,1.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4587,1944,Master,Widow,45006.00,0.00,0.00,90.00,162.00,25.00,53.00,16.00,0.00,10.00,1.00,3.00,1.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6682,1973,Basic,Married,18978.00,1.00,0.00,41.00,2.00,8.00,1.00,4.00,7.00,15.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6222,1967,Graduation,Married,22574.00,2.00,1.00,28.00,25.00,0.00,8.00,2.00,0.00,2.00,2.00,2.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10299,1969,PhD,Single,48240.00,0.00,0.00,73.00,389.00,91.00,248.00,64.00,49.00,41.00,3.00,6.00,3.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3083,1974,Graduation,Married,45837.00,1.00,1.00,88.00,215.00,13.00,87.00,17.00,17.00,24.00,5.00,6.00,2.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8953,1965,Master,Single,35791.00,2.00,1.00,94.00,27.00,0.00,5.00,0.00,0.00,3.00,2.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1503,1976,PhD,Together,162397.00,1.00,1.00,31.00,85.00,1.00,16.00,2.00,1.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8650,1978,Graduation,Widow,54162.00,1.00,1.00,31.00,5.00,6.00,10.00,6.00,5.00,10.00,1.00,1.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10862,1960,Master,Married,30522.00,0.00,1.00,6.00,179.00,8.00,83.00,19.00,11.00,26.00,5.00,1.00,2.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2782,1961,PhD,Married,54456.00,0.00,1.00,23.00,352.00,0.00,27.00,10.00,0.00,15.00,3.00,6.00,1.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6941,1971,Graduation,Single,31632.00,0.00,0.00,92.00,17.00,8.00,12.00,11.00,15.00,32.00,1.00,2.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10972,1949,Graduation,Widow,72298.00,0.00,0.00,52.00,625.00,35.00,169.00,58.00,17.00,35.00,1.00,4.00,3.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
10708,1978,2n Cycle,Single,36975.00,1.00,0.00,50.00,10.00,6.00,11.00,0.00,4.00,2.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6583,1955,2n Cycle,Married,72635.00,0.00,0.00,54.00,390.00,22.00,323.00,104.00,35.00,107.00,1.00,6.00,8.00,6.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
3641,1976,Graduation,Married,13624.00,1.00,0.00,93.00,10.00,2.00,15.00,2.00,1.00,6.00,2.00,2.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10156,1975,Graduation,Single,84196.00,0.00,1.00,56.00,215.00,63.00,507.00,231.00,31.00,190.00,1.00,8.00,4.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4299,1960,Graduation,Together,70971.00,0.00,1.00,28.00,1001.00,17.00,572.00,93.00,125.00,17.00,7.00,11.00,11.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
3469,1977,PhD,Divorced,34487.00,1.00,1.00,94.00,19.00,18.00,33.00,24.00,1.00,8.00,3.00,3.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5063,1977,Graduation,Single,28769.00,1.00,0.00,76.00,41.00,5.00,129.00,10.00,3.00,3.00,3.00,4.00,1.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10727,1970,PhD,Married,69084.00,1.00,0.00,43.00,1181.00,107.00,199.00,39.00,30.00,30.00,2.00,7.00,3.00,13.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9624,1958,PhD,Together,65488.00,0.00,0.00,46.00,603.00,45.00,207.00,36.00,18.00,54.00,1.00,3.00,4.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5156,1970,2n Cycle,Married,62466.00,0.00,1.00,13.00,129.00,129.00,259.00,168.00,121.00,83.00,5.00,6.00,3.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4376,1960,2n Cycle,Single,32218.00,0.00,0.00,27.00,10.00,24.00,15.00,13.00,1.00,30.00,1.00,2.00,1.00,3.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8923,1973,Graduation,Single,83917.00,0.00,0.00,12.00,514.00,22.00,732.00,42.00,198.00,79.00,1.00,6.00,7.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8461,1962,Graduation,Divorced,46102.00,2.00,1.00,3.00,14.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6945,1952,Graduation,Single,84574.00,0.00,0.00,72.00,387.00,20.00,713.00,38.00,54.00,163.00,1.00,9.00,11.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
944,1962,Graduation,Married,56181.00,0.00,1.00,6.00,121.00,103.00,69.00,8.00,44.00,48.00,1.00,4.00,2.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1907,1950,Master,Divorced,63120.00,0.00,1.00,53.00,965.00,69.00,279.00,54.00,41.00,69.00,5.00,8.00,4.00,9.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
701,1971,Graduation,Married,73691.00,0.00,1.00,58.00,707.00,21.00,250.00,85.00,43.00,73.00,2.00,6.00,2.00,8.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3856,1960,Graduation,Together,63381.00,0.00,1.00,78.00,571.00,50.00,142.00,33.00,50.00,159.00,4.00,4.00,5.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4149,1948,PhD,Together,76140.00,0.00,0.00,57.00,586.00,66.00,653.00,17.00,0.00,26.00,1.00,5.00,9.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2131,1959,PhD,Divorced,62859.00,0.00,1.00,37.00,1063.00,89.00,102.00,16.00,12.00,25.00,4.00,9.00,4.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2942,1964,Graduation,Single,45906.00,0.00,1.00,20.00,305.00,3.00,27.00,4.00,3.00,144.00,2.00,5.00,4.00,4.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1173,1947,Master,Together,77632.00,0.00,0.00,73.00,1200.00,105.00,758.00,0.00,42.00,147.00,1.00,4.00,2.00,6.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
4381,1971,PhD,Married,46463.00,1.00,1.00,56.00,163.00,2.00,40.00,8.00,11.00,11.00,7.00,3.00,1.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4611,1970,Graduation,Together,105471.00,0.00,0.00,36.00,1009.00,181.00,104.00,202.00,21.00,207.00,0.00,9.00,8.00,13.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
3376,1970,Master,Divorced,55282.00,1.00,0.00,9.00,125.00,6.00,73.00,8.00,4.00,19.00,1.00,3.00,1.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4679,1977,Master,Married,78710.00,0.00,1.00,42.00,721.00,0.00,152.00,119.00,50.00,50.00,3.00,7.00,6.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10928,1958,Graduation,Together,66886.00,0.00,1.00,28.00,315.00,4.00,62.00,41.00,31.00,146.00,2.00,7.00,1.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4248,1960,Master,Single,98777.00,0.00,0.00,23.00,1000.00,19.00,711.00,125.00,115.00,38.00,0.00,4.00,6.00,9.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6728,1985,Graduation,Together,29103.00,1.00,0.00,38.00,16.00,0.00,17.00,6.00,3.00,6.00,2.00,1.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6661,1974,Graduation,Married,67445.00,0.00,1.00,63.00,757.00,80.00,217.00,29.00,80.00,11.00,5.00,9.00,6.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4725,1950,PhD,Together,50616.00,0.00,1.00,71.00,30.00,2.00,25.00,0.00,1.00,9.00,1.00,1.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3277,1955,Graduation,Divorced,49431.00,0.00,1.00,9.00,219.00,3.00,100.00,26.00,0.00,17.00,2.00,7.00,1.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5555,1975,Graduation,Divorced,153924.00,0.00,0.00,81.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2564,1953,Graduation,Together,61278.00,0.00,1.00,87.00,111.00,3.00,28.00,2.00,6.00,15.00,2.00,3.00,1.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
946,1958,2n Cycle,Together,26490.00,0.00,0.00,92.00,45.00,47.00,52.00,21.00,20.00,25.00,2.00,3.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3867,1947,PhD,Together,73059.00,0.00,1.00,36.00,410.00,112.00,420.00,0.00,82.00,71.00,1.00,9.00,3.00,13.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6940,1966,PhD,Single,46734.00,1.00,2.00,86.00,100.00,1.00,39.00,6.00,1.00,76.00,4.00,3.00,2.00,3.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
55,1963,Graduation,Together,56253.00,0.00,1.00,83.00,509.00,0.00,65.00,7.00,11.00,5.00,4.00,7.00,2.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7093,1985,Graduation,Married,19986.00,1.00,0.00,74.00,3.00,6.00,5.00,0.00,2.00,6.00,1.00,0.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5084,1975,Graduation,Widow,58330.00,0.00,1.00,87.00,445.00,53.00,213.00,104.00,98.00,151.00,1.00,6.00,4.00,13.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1777,1980,Basic,Married,25965.00,0.00,0.00,29.00,2.00,2.00,11.00,41.00,7.00,11.00,1.00,2.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8162,1956,Master,Together,14661.00,0.00,0.00,88.00,4.00,1.00,11.00,6.00,2.00,2.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10826,1959,Graduation,Married,18690.00,0.00,0.00,77.00,6.00,1.00,7.00,23.00,4.00,19.00,1.00,1.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8754,1974,PhD,Together,45068.00,0.00,1.00,25.00,14.00,0.00,3.00,0.00,0.00,3.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1987,1987,Basic,Single,21063.00,1.00,0.00,34.00,1.00,10.00,11.00,19.00,3.00,15.00,2.00,2.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
11007,1968,PhD,Married,29187.00,1.00,0.00,43.00,26.00,0.00,6.00,0.00,0.00,2.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7426,1971,2n Cycle,Married,54690.00,1.00,1.00,76.00,111.00,16.00,37.00,7.00,9.00,18.00,3.00,3.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9153,1964,PhD,Married,59304.00,0.00,1.00,81.00,418.00,61.00,428.00,80.00,51.00,10.00,3.00,7.00,8.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10379,1962,Master,Single,59247.00,0.00,2.00,87.00,327.00,9.00,122.00,19.00,14.00,83.00,5.00,5.00,2.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9204,1970,Graduation,Widow,66731.00,0.00,1.00,33.00,371.00,159.00,194.00,58.00,106.00,141.00,4.00,4.00,3.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3197,1980,Graduation,Married,77353.00,0.00,1.00,38.00,275.00,59.00,107.00,69.00,101.00,59.00,2.00,6.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2920,1975,PhD,Single,52614.00,0.00,1.00,63.00,789.00,0.00,142.00,12.00,9.00,38.00,2.00,2.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6961,1974,Graduation,Married,26751.00,2.00,0.00,26.00,1.00,1.00,5.00,0.00,3.00,1.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4673,1963,PhD,Married,81300.00,0.00,1.00,17.00,1004.00,12.00,145.00,32.00,12.00,36.00,3.00,10.00,3.00,5.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,1.00
9937,1979,Graduation,Single,70337.00,0.00,0.00,75.00,187.00,81.00,149.00,25.00,43.00,91.00,1.00,2.00,2.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8779,1985,2n Cycle,Married,36145.00,1.00,0.00,13.00,56.00,4.00,76.00,17.00,1.00,18.00,4.00,4.00,1.00,3.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9596,1980,PhD,Single,65295.00,0.00,0.00,19.00,365.00,32.00,117.00,34.00,110.00,6.00,1.00,3.00,3.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2891,1963,Graduation,Divorced,68118.00,0.00,1.00,51.00,595.00,23.00,123.00,10.00,23.00,154.00,2.00,8.00,9.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4910,1967,Graduation,Divorced,68743.00,0.00,0.00,81.00,1132.00,134.00,384.00,175.00,134.00,115.00,1.00,11.00,5.00,13.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
75,1982,2n Cycle,Together,41039.00,0.00,0.00,32.00,34.00,11.00,137.00,179.00,61.00,45.00,1.00,8.00,1.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10120,1955,Graduation,Together,38946.00,0.00,1.00,84.00,116.00,6.00,82.00,6.00,6.00,41.00,2.00,3.00,1.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6327,1967,Graduation,Together,65777.00,0.00,0.00,87.00,565.00,32.00,435.00,28.00,32.00,54.00,1.00,2.00,8.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10142,1976,PhD,Divorced,66476.00,0.00,1.00,99.00,372.00,18.00,126.00,47.00,48.00,78.00,2.00,5.00,2.00,11.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9826,1972,PhD,Single,86857.00,0.00,0.00,96.00,899.00,102.00,838.00,133.00,102.00,40.00,1.00,5.00,6.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1501,1982,PhD,Married,160803.00,0.00,0.00,21.00,55.00,16.00,1622.00,17.00,3.00,4.00,15.00,0.00,28.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10767,1989,PhD,Together,77845.00,0.00,0.00,40.00,760.00,40.00,480.00,0.00,40.00,26.00,1.00,3.00,5.00,12.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,0.00
7279,1969,PhD,Together,69476.00,0.00,0.00,3.00,260.00,86.00,559.00,63.00,9.00,67.00,1.00,4.00,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7230,1960,PhD,Divorced,50611.00,0.00,1.00,98.00,459.00,0.00,24.00,6.00,0.00,4.00,6.00,4.00,5.00,7.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
143,1970,Graduation,Single,61209.00,0.00,0.00,73.00,466.00,0.00,224.00,119.00,49.00,99.00,1.00,5.00,3.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
450,1958,Master,Together,42315.00,0.00,1.00,90.00,67.00,15.00,80.00,17.00,11.00,80.00,3.00,1.00,4.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9316,1952,Basic,Together,13084.00,0.00,0.00,29.00,2.00,0.00,7.00,3.00,7.00,10.00,1.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6379,1949,Master,Widow,47570.00,1.00,1.00,3.00,67.00,1.00,20.00,0.00,2.00,31.00,3.00,2.00,2.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9239,1961,Master,Married,61923.00,0.00,2.00,94.00,92.00,4.00,18.00,3.00,3.00,6.00,1.00,2.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8315,1995,Graduation,Single,34824.00,0.00,0.00,65.00,4.00,2.00,11.00,2.00,0.00,4.00,1.00,1.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2868,1949,PhD,Single,26518.00,1.00,1.00,33.00,20.00,1.00,28.00,3.00,3.00,2.00,3.00,2.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
10888,1961,Graduation,Single,45938.00,0.00,0.00,46.00,273.00,11.00,178.00,62.00,83.00,29.00,2.00,8.00,4.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1277,1960,Graduation,Together,78468.00,0.00,0.00,29.00,434.00,22.00,388.00,104.00,22.00,34.00,1.00,10.00,7.00,10.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
9977,1973,Graduation,Divorced,78901.00,0.00,1.00,99.00,321.00,11.00,309.00,33.00,26.00,34.00,3.00,9.00,3.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10196,1978,Graduation,Married,71427.00,2.00,0.00,26.00,212.00,123.00,177.00,15.00,64.00,23.00,2.00,8.00,2.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6384,1978,Graduation,Divorced,71022.00,0.00,1.00,30.00,909.00,12.00,278.00,0.00,12.00,242.00,3.00,5.00,2.00,11.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8029,1988,Master,Single,90247.00,0.00,0.00,27.00,1184.00,32.00,352.00,21.00,16.00,16.00,1.00,3.00,4.00,7.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,11.00,1.00
968,1968,Master,Divorced,41335.00,1.00,0.00,24.00,112.00,19.00,21.00,16.00,14.00,5.00,3.00,4.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6988,1986,Graduation,Married,71952.00,1.00,0.00,93.00,656.00,80.00,455.00,52.00,107.00,93.00,2.00,8.00,4.00,8.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
4472,1970,PhD,Divorced,35682.00,1.00,0.00,34.00,23.00,0.00,8.00,6.00,2.00,18.00,1.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6991,1951,Graduation,Divorced,43185.00,0.00,1.00,88.00,537.00,6.00,42.00,16.00,6.00,30.00,2.00,9.00,3.00,6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3336,1948,PhD,Together,66375.00,0.00,1.00,96.00,712.00,0.00,45.00,0.00,0.00,191.00,3.00,2.00,4.00,5.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4301,1971,Master,Married,35178.00,1.00,0.00,10.00,23.00,1.00,13.00,2.00,2.00,18.00,1.00,1.00,1.00,2.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1940,1986,Graduation,Married,25252.00,1.00,0.00,26.00,1.00,3.00,4.00,2.00,2.00,6.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1272,1965,Master,Single,55250.00,0.00,1.00,49.00,664.00,58.00,83.00,32.00,0.00,66.00,4.00,7.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1388,1975,Graduation,Single,33249.00,1.00,0.00,11.00,6.00,10.00,21.00,19.00,14.00,42.00,2.00,2.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1044,1953,Graduation,Together,58398.00,0.00,0.00,44.00,299.00,5.00,201.00,21.00,21.00,49.00,3.00,5.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6969,1982,Graduation,Together,50272.00,1.00,0.00,75.00,99.00,13.00,66.00,43.00,8.00,4.00,3.00,4.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
